duration,src_port,dst_port,src_bytes,dst_bytes,src_pkts,dst_pkts,psh_rate,avg_pkt_size,byte_std,flow_iat_mean,active_duration,label
-0.5780173114096022,-2.1104012841866915,0.09664219976711655,0.7818221631089968,0.2671593986247793,-0.04122605172533506,-0.059132714672994635,0.2195334446343504,-0.3939170808682497,0.5253846686813265,-0.48947046503764224,-0.15150060807096133,1
-0.5655079774086642,0.9554730218454446,-0.41205341543644275,0.1753438607769865,0.21282181826554175,-0.11571187927530004,-0.09768512957433716,-0.5545942360674972,-0.2513586838121606,0.2900086644751913,-0.38629615901494463,-0.15150060807096133,0
-0.6199006471000426,-2.2795220178854936,3.1201078912765987,-1.2156362435313486,-1.1599024025152924,-0.11571187927530004,-0.09768512957433716,-0.5545942360674972,-0.5414661155718863,-1.1834476218961452,-0.505085832972477,-0.15150060807096133,0
1.5005162187387915,-0.3669212258868356,-0.4103423426059337,-1.2156362435313486,-1.1599024025152924,-0.09088327009197837,-0.11696133702500842,-0.5545942360674972,-0.5414661155718863,-1.1834476218961452,4.1257011625538595,-0.15150060807096133,3
-0.5866989366303269,-2.2964182510367945,-0.4076173006906786,0.24210969675936903,-0.027678758541715014,-0.11571187927530004,-0.09768512957433716,-0.5545942360674972,-0.32274637644413495,-1.1834476218961452,-0.4325756880594195,-0.15150060807096133,0
2.0086688413631273,0.10437807757726232,-0.4103423426059337,0.9849166510990618,1.5626845815491042,-0.016397442542013405,0.017972115129690415,-0.5545942360674972,2.4851694324877194,1.7526670107029878,2.2841890995371066,-0.11615307346103668,3
-0.5925487915482852,0.9966047894231426,-0.41205341543644275,0.22650049609088305,0.35246476787616793,-0.11571187927530004,-0.09768512957433716,-0.5545942360674972,-0.12832883055280045,0.535974193643471,-0.4453513499702246,-0.15150060807096133,0
2.005705321739675,-0.49216455412085314,-0.4103423426059337,0.9081118394464787,1.5626845815491042,0.008431166641308253,-0.0013040923209808463,-0.5545942360674972,2.4669427875604066,1.753389645229198,2.278395740603276,-0.15148299259138098,3
-0.5513696167104638,0.8875184841400565,-0.41205341543644275,0.7632754731878144,0.5500715724884367,-0.04122605172533506,-0.07840892212366589,-0.5545942360674972,-0.23718241252498184,0.45580794093458404,-0.4738139546014504,-0.15150060807096133,0
0.7193887862027069,0.5401952914236285,-0.41408135360593495,0.5167241498283244,0.3650472230004721,0.08291699419127323,0.1721817747350605,-0.3288069999269618,-0.5048862507815634,-0.15823790089456988,-0.09327558733878101,-0.15150060807096133,2
